if_fault_id,fault_no,status,occurrence_time,occurrence_place,train_no,train_type_desc,car_no,railway,report_position,cause_class,org_id,fault_level,fault_brief,configuration_location,intuitive_fault_object,intuitive_fault_object_id,intuitive_fault_object_desc,intuitive_fault_pattern,intuitive_fault_pattern_id,intuitive_fault_pattern_desc,reconnect_location,occurrence_time,occurrence_place,accident_level,responsibility_class,running_way,falut_environment,main_responsibility,other_responsibility,car_trips,accumulated_mileage,fault_result,start_late,end_late,fault_desc,fault_order_type,report_time,processing_date,processing_result,special_fault,safety_supervisio_fault,in_repair,startup_fault_analysis,report_person,report_part,contact_tel,real_fault_object,real_fault_object_id,real_other_fault_object_desc,real_fault_pattern,real_fault_pattern_id,real_other_fault_pattern_desc,fault_cause,other_fault_cause_desc,solution,other_solution,fault_property,diagnostic_time,initial_cause_analysis,final_cause_analysis,replace_parts,repair_location,debugging_time,total_repair_counts,repair_time,total_downtime,repair_property,initial_treatment_measures,final_treatment_measures,important_info_no,closed_loop_time
,,,,站台,,,,,,,,,,,,,,,,,,,站台,,,桂林-昆明南,,,,南京南-南宁东,,,,,,,,,,,,,,,,,,,,,,,,,更换显示控制装置,,,,,,,,,,,,,,,,
,,,,湘潭北-韶山南,,,,,,,,,,,,,,,,,,,湘潭北-韶山南,,,0S2106,,,,D3158,,,,,,,,,,,,,,,,,,,,,,,,,在出油管接头螺纹结合面上涂抹密封胶,,,,,,,,,,,,,,,,
,,,,重庆西-合川站,,,,,,,,,,,,,,,,,,,重庆西-合川站,,,温州南-瓯海,,,,D2237,,,,,,,,,,,,,,,,,,,,,,,,,打磨主排障板,,,,,,,,,,,,,,,,
,,,,天津南,,,,,,,,,,,,,,,,,,,天津南,,,桂林北−深圳北,,,,D3854,,,,,,,,,,,,,,,,,,,,,,,,,更换减振器座,,,,,,,,,,,,,,,,
,,,,深圳北-宜昌东,,,,,,,,,,,,,,,,,,,深圳北-宜昌东,,,邵阳-福田,,,,D3291/4,,,,,,,,,,,,,,,,,,,,,,,,,清除异物/水垢,,,,,,,,,,,,,,,,
,,,,运城北至闻喜西区间,,,,,,,,,,,,,,,,,,,运城北至闻喜西区间,,,郑州-济南西,,,,G81北京西-贵阳北,,,,,,,,,,,,,,,,,,,,,,,,,重新打胶紧固,,,,,,,,,,,,,,,,
,,,,大通西站至门源站间,,,,,,,,,,,,,,,,,,,大通西站至门源站间,,,库存,,,,D5564,,,,,,,,,,,,,,,,,,,,,,,,,更换液位仪,,,,,,,,,,,,,,,,
,,,,孝感北站,,,,,,,,,,,,,,,,,,,孝感北站,,,G2009,,,,0D3804,,,,,,,,,,,,,,,,,,,,,,,,,擦拭干净,,,,,,,,,,,,,,,,
,,,,郑州东-成都东,,,,,,,,,,,,,,,,,,,郑州东-成都东,,,济南西-石家庄,,,,G7697,,,,,,,,,,,,,,,,,,,,,,,,,更换开关电源板,,,,,,,,,,,,,,,,
,,,,宜兴-德清,,,,,,,,,,,,,,,,,,,宜兴-德清,,,宝鸡南08:00-北京西15:09,,,,重庆西-太原南,,,,,,,,,,,,,,,,,,,,,,,,,换压缩机用逆变器，对烧损端子重新接线,,,,,,,,,,,,,,,,
,,,,上饶-鹰潭北,,,,,,,,,,,,,,,,,,,上饶-鹰潭北,,,南平北至武夷山东,,,,D3705,,,,,,,,,,,,,,,,,,,,,,,,,更换蓄电池，并明确使用要求,,,,,,,,,,,,,,,,
,,,,上海虹桥-汉口区间,,,,,,,,,,,,,,,,,,,上海虹桥-汉口区间,,,北京-广州南,,,,G7572,,,,,,,,,,,,,,,,,,,,,,,,,外压条处重新涂打密封胶,,,,,,,,,,,,,,,,
,,,,莆田至福州南,,,,,,,,,,,,,,,,,,,莆田至福州南,,,东安东-广州南,,,,DJ8731,,,,,,,,,,,,,,,,,,,,,,,,,重新补焊补充制冷剂,,,,,,,,,,,,,,,,
,,,,阿萨德,,,,,,,,,,,,,,,,,,,阿萨德,,,杭州东-玉溪,,,,厦门-重庆北,,,,,,,,,,,,,,,,,,,,,,,,,更换制动手柄,,,,,,,,,,,,,,,,
,,,,胶州北至高密区间,,,,,,,,,,,,,,,,,,,胶州北至高密区间,,,重庆-宁波,,,,ODJ1008,,,,,,,,,,,,,,,,,,,,,,,,,更换热敏开关,,,,,,,,,,,,,,,,
,,,,荆州-汉口,,,,,,,,,,,,,,,,,,,荆州-汉口,,,昆明南-柳州,,,,G6703,,,,,,,,,,,,,,,,,,,,,,,,,更换转换开关,,,,,,,,,,,,,,,,
,,,,桂林西-广州南,,,,,,,,,,,,,,,,,,,桂林西-广州南,,,武夷山东-延平西南龙,,,,D3802,,,,,,,,,,,,,,,,,,,,,,,,,更换MPV阀,,,,,,,,,,,,,,,,
,,,,郑州东至绿博园区间,,,,,,,,,,,,,,,,,,,郑州东至绿博园区间,,,北京西-商丘,,,,G9632/3,,,,,,,,,,,,,,,,,,,,,,,,,更换插头,,,,,,,,,,,,,,,,
,,,,深圳北至虎门区间,,,,,,,,,,,,,,,,,,,深圳北至虎门区间,,,鄯善北-乌鲁木齐南,,,,G694,,,,,,,,,,,,,,,,,,,,,,,,,关闭显示器供电断路器并重新启动,,,,,,,,,,,,,,,,
,,,,古田北-南平,,,,,,,,,,,,,,,,,,,古田北-南平,,,广元-重庆北,,,,D6820,,,,,,,,,,,,,,,,,,,,,,,,,恢复阅读灯接线,,,,,,,,,,,,,,,,
,,,,盘州-贵阳北,,,,,,,,,,,,,,,,,,,盘州-贵阳北,,,西安北10:07- 北京西15:33,,,,G7698次,,,,,,,,,,,,,,,,,,,,,,,,,更换新材质产品,,,,,,,,,,,,,,,,
,,,,漯河西至信阳东,,,,,,,,,,,,,,,,,,,漯河西至信阳东,,,北京西——汉口,,,,C5514,,,,,,,,,,,,,,,,,,,,,,,,,更换灯座,,,,,,,,,,,,,,,,
,,,,贵阳北-西安北,,,,,,,,,,,,,,,,,,,贵阳北-西安北,,,深圳北,,,,DJ7512,,,,,,,,,,,,,,,,,,,,,,,,,重新校准/优化温度软件算法,,,,,,,,,,,,,,,,
,,,,怀化南-邵阳北,,,,,,,,,,,,,,,,,,,怀化南-邵阳北,,,郑州东-郑州东动车所,,,,G570,,,,,,,,,,,,,,,,,,,,,,,,,更换洗面台,,,,,,,,,,,,,,,,
,,,,祁阳站,,,,,,,,,,,,,,,,,,,祁阳站,,,长沙南-厦门,,,,D2078,,,,,,,,,,,,,,,,,,,,,,,,,加热修复,,,,,,,,,,,,,,,,
,,,,南京南-丹阳北,,,,,,,,,,,,,,,,,,,南京南-丹阳北,,,荣城-济南西,,,,0D6003,,,,,,,,,,,,,,,,,,,,,,,,,更换胶囊,,,,,,,,,,,,,,,,
,,,,贵阳东-贵定北区间,,,,,,,,,,,,,,,,,,,贵阳东-贵定北区间,,,富源北-昆明南站,,,,D5118,,,,,,,,,,,,,,,,,,,,,,,,,更换弯头,,,,,,,,,,,,,,,,
,,,,郑州东至安阳东区间,,,,,,,,,,,,,,,,,,,郑州东至安阳东区间,,,武汉—宜昌东,,,,0G4036,,,,,,,,,,,,,,,,,,,,,,,,,更换电视组件,,,,,,,,,,,,,,,,
,,,,石家庄-阳泉北,,,,,,,,,,,,,,,,,,,石家庄-阳泉北,,,武汉-大冶北,,,,G613,,,,,,,,,,,,,,,,,,,,,,,,,扩孔修复,,,,,,,,,,,,,,,,
,,,,北京南站进站前,,,,,,,,,,,,,,,,,,,北京南站进站前,,,衢州-南昌西,,,,D5307(gf),,,,,,,,,,,,,,,,,,,,,,,,,更换皂液器电机,,,,,,,,,,,,,,,,
,,,,运行于中,,,,,,,,,,,,,,,,,,,运行于中,,,宜昌东-南通,,,,D3012,,,,,,,,,,,,,,,,,,,,,,,,,紧固松动、脱落的部件,,,,,,,,,,,,,,,,
,,,,运营时,,,,,,,,,,,,,,,,,,,运营时,,,武汉-黄冈,,,,D8466,,,,,,,,,,,,,,,,,,,,,,,,,将开门到位开关接线重新压接,,,,,,,,,,,,,,,,
,,,,福田-广州南,,,,,,,,,,,,,,,,,,,福田-广州南,,,厦门北所-厦门,,,,55308,,,,,,,,,,,,,,,,,,,,,,,,,更换注油口橡胶垫及平垫,,,,,,,,,,,,,,,,
,,,,深圳北07:38-重庆北19:33,,,,,,,,,,,,,,,,,,,深圳北07:38-重庆北19:33,,,襄阳10:40-孝感东13:45,,,,D5250/47,,,,,,,,,,,,,,,,,,,,,,,,,更换撒砂软管,,,,,,,,,,,,,,,,
,,,,高碑店东,,,,,,,,,,,,,,,,,,,高碑店东,,,西宝延,,,,D2268,,,,,,,,,,,,,,,,,,,,,,,,,重新安装气密胶条,,,,,,,,,,,,,,,,
,,,,西九龙,,,,,,,,,,,,,,,,,,,西九龙,,,G7405,,,,0G434,,,,,,,,,,,,,,,,,,,,,,,,,更换连接线缆,,,,,,,,,,,,,,,,
,,,,永康南站,,,,,,,,,,,,,,,,,,,永康南站,,,武昌-襄阳,,,,D2825次,,,,,,,,,,,,,,,,,,,,,,,,,更换编导线,,,,,,,,,,,,,,,,
,,,,大冶北-阳新区间,,,,,,,,,,,,,,,,,,,大冶北-阳新区间,,,常州北-南京南,,,,冠豸山-南昌,,,,,,,,,,,,,,,,,,,,,,,,,清除结冰,,,,,,,,,,,,,,,,
,,,,株洲西-乐昌东,,,,,,,,,,,,,,,,,,,株洲西-乐昌东,,,广州南所-广州南,,,,D287,,,,,,,,,,,,,,,,,,,,,,,,,更换电容,,,,,,,,,,,,,,,,
,,,,长寿北-利川,,,,,,,,,,,,,,,,,,,长寿北-利川,,,深圳坪山-长沙南,,,,G2117,,,,,,,,,,,,,,,,,,,,,,,,,更换新螺丝座,,,,,,,,,,,,,,,,
,,,,梧州南-平南南区间,,,,,,,,,,,,,,,,,,,梧州南-平南南区间,,,G6132,,,,DJ5791,,,,,,,,,,,,,,,,,,,,,,,,,清洁、润滑,,,,,,,,,,,,,,,,
,,,,北海-梧州南,,,,,,,,,,,,,,,,,,,北海-梧州南,,,南充-成都东,,,,G4738,,,,,,,,,,,,,,,,,,,,,,,,,更换风笛脚踏,,,,,,,,,,,,,,,,
,,,,贺州—钟山西区间,,,,,,,,,,,,,,,,,,,贺州—钟山西区间,,,广州南0-北京西,,,,G1895,,,,,,,,,,,,,,,,,,,,,,,,,更换便器盖安装件，重新安装,,,,,,,,,,,,,,,,
,,,,上海虹桥-南昌,,,,,,,,,,,,,,,,,,,上海虹桥-南昌,,,G1559,,,,D3622,,,,,,,,,,,,,,,,,,,,,,,,,调整压紧缸与侧拉门间隙,,,,,,,,,,,,,,,,
,,,,北京-上海,,,,,,,,,,,,,,,,,,,北京-上海,,,济南西-枣庄,,,,D2281、D2282,,,,,,,,,,,,,,,,,,,,,,,,,打磨处理,,,,,,,,,,,,,,,,
,,,,新墩站至吴家山,,,,,,,,,,,,,,,,,,,新墩站至吴家山,,,北京西10:05-昆明南22:34,,,,G6806,,,,,,,,,,,,,,,,,,,,,,,,,更换下盖板,,,,,,,,,,,,,,,,
,,,,重庆北,,,,,,,,,,,,,,,,,,,重庆北,,,南昌西-南丰,,,,DJ5352,,,,,,,,,,,,,,,,,,,,,,,,,更换快速接头,,,,,,,,,,,,,,,,
,,,,汉口-上海虹桥,,,,,,,,,,,,,,,,,,,汉口-上海虹桥,,,梧州南－广州南,,,,0G2015,,,,,,,,,,,,,,,,,,,,,,,,,更换通讯模块,,,,,,,,,,,,,,,,
,,,,潍坊至昌邑区间,,,,,,,,,,,,,,,,,,,潍坊至昌邑区间,,,西宁动车所-西宁,,,,D5114,,,,,,,,,,,,,,,,,,,,,,,,,调整压紧机构与门立罩间隙,,,,,,,,,,,,,,,,
,,,,上海虹桥-南昌西,,,,,,,,,,,,,,,,,,,上海虹桥-南昌西,,,南京南-襄阳,,,,G7245,,,,,,,,,,,,,,,,,,,,,,,,,更换新车号标识,,,,,,,,,,,,,,,,
,,,,长沙南-衡阳西,,,,,,,,,,,,,,,,,,,长沙南-衡阳西,,,广州南11:25-武汉17:15,,,,G636次,,,,,,,,,,,,,,,,,,,,,,,,,更换挡向板前端轴承螺丝,,,,,,,,,,,,,,,,
,,,,高邑西至石家庄区间,,,,,,,,,,,,,,,,,,,高邑西至石家庄区间,,,柳州—百色,,,,55502,,,,,,,,,,,,,,,,,,,,,,,,,打胶重新压紧,,,,,,,,,,,,,,,,
,,,,济南西-北京南,,,,,,,,,,,,,,,,,,,济南西-北京南,,,昆明南—武汉,,,,G493/2,,,,,,,,,,,,,,,,,,,,,,,,,重新正确安装,,,,,,,,,,,,,,,,
,,,,汨罗东-岳阳东,,,,,,,,,,,,,,,,,,,汨罗东-岳阳东,,,青岛-南京,,,,0G9532,,,,,,,,,,,,,,,,,,,,,,,,,维持原状,,,,,,,,,,,,,,,,
,,,,信阳-郑州东,,,,,,,,,,,,,,,,,,,信阳-郑州东,,,S1206（宁波-余姚）,,,,D2860,,,,,,,,,,,,,,,,,,,,,,,,,更换锁滑轮,,,,,,,,,,,,,,,,
,,,,仙桃-汉口,,,,,,,,,,,,,,,,,,,仙桃-汉口,,,深圳北-厦门,,,,D2566,,,,,,,,,,,,,,,,,,,,,,,,,松动、紧固不到位部件重新紧固。,,,,,,,,,,,,,,,,
,,,,哈密-柳园南,,,,,,,,,,,,,,,,,,,哈密-柳园南,,,常平东-小金口,,,,0G1652,,,,,,,,,,,,,,,,,,,,,,,,,更换动力部A缸（增压缸）,,,,,,,,,,,,,,,,
,,,,郑州东至开封北,,,,,,,,,,,,,,,,,,,郑州东至开封北,,,开阳-贵阳北,,,,G1383,,,,,,,,,,,,,,,,,,,,,,,,,重新拆卸后恢复车间过渡板，四个固定螺栓紧固扭力按要求打紧。,,,,,,,,,,,,,,,,
,,,,诏安站,,,,,,,,,,,,,,,,,,,诏安站,,,广州-南宁东,,,,G2608次,,,,,,,,,,,,,,,,,,,,,,,,,重新装配处理,,,,,,,,,,,,,,,,
,,,,韶关-衡阳,,,,,,,,,,,,,,,,,,,韶关-衡阳,,,北京西动车所-北京西,,,,C2890,,,,,,,,,,,,,,,,,,,,,,,,,调整相抗部位,,,,,,,,,,,,,,,,
,,,,弥勒至普者黑,,,,,,,,,,,,,,,,,,,弥勒至普者黑,,,郑州东-安阳东,,,,G5206/7,,,,,,,,,,,,,,,,,,,,,,,,,外观检查车下设备、转向架可视部位、裙底板、车体和转向架排障器等，存在异常时修复,,,,,,,,,,,,,,,,
,,,,南曹站,,,,,,,,,,,,,,,,,,,南曹站,,,（武汉-北京西）交路,,,,G1161,,,,,,,,,,,,,,,,,,,,,,,,,紧固安装螺丝,,,,,,,,,,,,,,,,
,,,,郑州东-北京西区间,,,,,,,,,,,,,,,,,,,郑州东-北京西区间,,,武汉—北京西,,,,D1806,,,,,,,,,,,,,,,,,,,,,,,,,硬盘,,,,,,,,,,,,,,,,
,,,,郑州东-安阳东区间,,,,,,,,,,,,,,,,,,,郑州东-安阳东区间,,,成都东6:39-珠海16:52,,,,D2807次,,,,,,,,,,,,,,,,,,,,,,,,,更换交流变频调节逆变器,,,,,,,,,,,,,,,,
,,,,韶关至英德西区间,,,,,,,,,,,,,,,,,,,韶关至英德西区间,,,济南西-荣成,,,,C6851,,,,,,,,,,,,,,,,,,,,,,,,,调整联动拉杆,,,,,,,,,,,,,,,,
,,,,曲靖北-盘州,,,,,,,,,,,,,,,,,,,曲靖北-盘州,,,南宁东16:14-广州南20:11,,,,D3323,,,,,,,,,,,,,,,,,,,,,,,,,库内试验正常,,,,,,,,,,,,,,,,
,,,,香港西九龙站,,,,,,,,,,,,,,,,,,,香港西九龙站,,,昆明南-玉溪,,,,G2872,,,,,,,,,,,,,,,,,,,,,,,,,紧固风扇螺钉,,,,,,,,,,,,,,,,
,,,,运营交路区间,,,,,,,,,,,,,,,,,,,运营交路区间,,,贵阳北-温州,,,,0D5501,,,,,,,,,,,,,,,,,,,,,,,,,重新安装程序,,,,,,,,,,,,,,,,
,,,,赤壁北至汨罗东区间,,,,,,,,,,,,,,,,,,,赤壁北至汨罗东区间,,,成都东-江油站,,,,D5653,,,,,,,,,,,,,,,,,,,,,,,,,修复焊缝，重新做制冷系统，并重新加氟,,,,,,,,,,,,,,,,
,,,,沈阳西-朝阳,,,,,,,,,,,,,,,,,,,沈阳西-朝阳,,,原平西-北京西,,,,C7669,,,,,,,,,,,,,,,,,,,,,,,,,更换橡胶管,,,,,,,,,,,,,,,,
,,,,新乡-郑州东区间,,,,,,,,,,,,,,,,,,,新乡-郑州东区间,,,D3209,,,,G1006次,,,,,,,,,,,,,,,,,,,,,,,,,清理干净，确定油位正常,,,,,,,,,,,,,,,,
,,,,咸阳秦都区间,,,,,,,,,,,,,,,,,,,咸阳秦都区间,,,青岛-龙口市,,,,D5538,,,,,,,,,,,,,,,,,,,,,,,,,重新安装渡板挡板,,,,,,,,,,,,,,,,
,,,,北京西10:00-福田18:45,,,,,,,,,,,,,,,,,,,北京西10:00-福田18:45,,,G572,,,,G318/5,,,,,,,,,,,,,,,,,,,,,,,,,重新调整门板高度,,,,,,,,,,,,,,,,
,,,,云霄-漳州,,,,,,,,,,,,,,,,,,,云霄-漳州,,,深圳-宜昌东,,,,DJ8571,,,,,,,,,,,,,,,,,,,,,,,,,重新安装固定螺栓,,,,,,,,,,,,,,,,
,,,,三明北站,,,,,,,,,,,,,,,,,,,三明北站,,,D6508,,,,D201,,,,,,,,,,,,,,,,,,,,,,,,,更换RAM板,,,,,,,,,,,,,,,,
,,,,汉中-城固北,,,,,,,,,,,,,,,,,,,汉中-城固北,,,D7575,,,,0D8405,,,,,,,,,,,,,,,,,,,,,,,,,重新紧固排油堵，更换防松铁丝,,,,,,,,,,,,,,,,
,,,,让同学,,,,,,,,,,,,,,,,,,,让同学,,,S107,,,,D8294,,,,,,,,,,,,,,,,,,,,,,,,,重新紧固后恢复正常,,,,,,,,,,,,,,,,
,,,,宜昌东至建始区间,,,,,,,,,,,,,,,,,,,宜昌东至建始区间,,,即墨-郑州,,,,D2997,,,,,,,,,,,,,,,,,,,,,,,,,调整压紧气缸限位开关,,,,,,,,,,,,,,,,
,,,,西安北所,,,,,,,,,,,,,,,,,,,西安北所,,,武汉—成都东,,,,D4122,,,,,,,,,,,,,,,,,,,,,,,,,更换便器盖,,,,,,,,,,,,,,,,
,,,,黄河景区至-郑州区间,,,,,,,,,,,,,,,,,,,黄河景区至-郑州区间,,,南昌西-上饶,,,,G7582,,,,,,,,,,,,,,,,,,,,,,,,,重新安装闸片,,,,,,,,,,,,,,,,
,,,,天河机场站,,,,,,,,,,,,,,,,,,,天河机场站,,,黄冈东9:53-北京西15:53,,,,G1545,,,,,,,,,,,,,,,,,,,,,,,,,更换间壁电视,,,,,,,,,,,,,,,,
,,,,正定机场至保定东区间,,,,,,,,,,,,,,,,,,,正定机场至保定东区间,,,富宁站-昆明南,,,,G831/834,,,,,,,,,,,,,,,,,,,,,,,,,更换粘贴新胶条,,,,,,,,,,,,,,,,
,,,,上海站,,,,,,,,,,,,,,,,,,,上海站,,,北京西7:21-太原南10:22,,,,G189,,,,,,,,,,,,,,,,,,,,,,,,,更换编码器,,,,,,,,,,,,,,,,
,,,,衡阳东-株洲西区间,,,,,,,,,,,,,,,,,,,衡阳东-株洲西区间,,,C2926,,,,D2324,,,,,,,,,,,,,,,,,,,,,,,,,解编后重新重联,,,,,,,,,,,,,,,,
,,,,出库途中,,,,,,,,,,,,,,,,,,,出库途中,,,龙岩-厦门北-杭州东,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,重新调整顶板,,,,,,,,,,,,,,,,
,,,,石柱县-恩施,,,,,,,,,,,,,,,,,,,石柱县-恩施,,,厦门-武汉,,,,G57,,,,,,,,,,,,,,,,,,,,,,,,,调整锁紧缸检测开关1位置,,,,,,,,,,,,,,,,
,,,,尤溪-永泰,,,,,,,,,,,,,,,,,,,尤溪-永泰,,,上海虹桥－赣州,,,,G6325/8,,,,,,,,,,,,,,,,,,,,,,,,,修复油漆,,,,,,,,,,,,,,,,
,,,,来宾北至柳州区间,,,,,,,,,,,,,,,,,,,来宾北至柳州区间,,,青岛至厦门,,,,D2570,,,,,,,,,,,,,,,,,,,,,,,,,重新安装3M搭扣,,,,,,,,,,,,,,,,
,,,,淮南东-合肥南,,,,,,,,,,,,,,,,,,,淮南东-合肥南,,,西安北动车所,,,,D5285,,,,,,,,,,,,,,,,,,,,,,,,,更换司法记录单元,,,,,,,,,,,,,,,,
,,,,华山北至渑池南,,,,,,,,,,,,,,,,,,,华山北至渑池南,,,C6301,,,,D3824,,,,,,,,,,,,,,,,,,,,,,,,,恢复拉簧,,,,,,,,,,,,,,,,
,,,,邢台东-北京西,,,,,,,,,,,,,,,,,,,邢台东-北京西,,,昆明南—深圳北),,,,0D5223,,,,,,,,,,,,,,,,,,,,,,,,,更换新补强板,,,,,,,,,,,,,,,,
,,,,运城-闻喜,,,,,,,,,,,,,,,,,,,运城-闻喜,,,恩施-郑州,,,,S1105,,,,,,,,,,,,,,,,,,,,,,,,,更换调整杆,,,,,,,,,,,,,,,,
,,,,长沙南至衡阳东,,,,,,,,,,,,,,,,,,,长沙南至衡阳东,,,G1652,,,,汉口-上海虹桥,,,,,,,,,,,,,,,,,,,,,,,,,更换撒砂嘴,,,,,,,,,,,,,,,,
,,,,汉川-汉口区间,,,,,,,,,,,,,,,,,,,汉川-汉口区间,,,G489,,,,G820/17,,,,,,,,,,,,,,,,,,,,,,,,,更换故障的电加热器,,,,,,,,,,,,,,,,
,,,,石家庄-阳泉北站区间,,,,,,,,,,,,,,,,,,,石家庄-阳泉北站区间,,,九江-杭州,,,,G1532,,,,,,,,,,,,,,,,,,,,,,,,,打磨并确认无异常,,,,,,,,,,,,,,,,
,,,,福州-永泰,,,,,,,,,,,,,,,,,,,福州-永泰,,,宁波16：00-余姚16：37,,,,D2832,,,,,,,,,,,,,,,,,,,,,,,,,根据四技工(2013)临字第3847号通知要求对侧拉门关门到位开关和铜管的间隙进行普查，对于间隙小于2mm的门机构，与门机构供货商现车对管路进行整修。,,,,,,,,,,,,,,,,
,,,,涿州东至阳泉北,,,,,,,,,,,,,,,,,,,涿州东至阳泉北,,,北京西-洛阳龙门,,,,G0032,,,,,,,,,,,,,,,,,,,,,,,,,更换润滑油，清洗磁栓,,,,,,,,,,,,,,,,
,,,,涿州东站发车时,,,,,,,,,,,,,,,,,,,涿州东站发车时,,,无无,,,,G1755/8/5,,,,,,,,,,,,,,,,,,,,,,,,,调整滑轮,,,,,,,,,,,,,,,,
,,,,上饶,,,,,,,,,,,,,,,,,,,上饶,,,深圳北15:10-宜昌东22:41,,,,G166,,,,,,,,,,,,,,,,,,,,,,,,,重新调整司机室侧门锁舌位置,,,,,,,,,,,,,,,,
,,,,恩施-利川,,,,,,,,,,,,,,,,,,,恩施-利川,,,G179,,,,G2979,,,,,,,,,,,,,,,,,,,,,,,,,空开复位，运行观察,,,,,,,,,,,,,,,,
,,,,武汉至信阳东区间,,,,,,,,,,,,,,,,,,,武汉至信阳东区间,,,东安东15:34—南宁20:36,,,,D5303,,,,,,,,,,,,,,,,,,,,,,,,,更换阻尼,,,,,,,,,,,,,,,,
,,,,南京南-上海站,,,,,,,,,,,,,,,,,,,南京南-上海站,,,北京西太原南,,,,G74次,,,,,,,,,,,,,,,,,,,,,,,,,更换电源管理分配单元,,,,,,,,,,,,,,,,
,,,,韶关至郴州西区间,,,,,,,,,,,,,,,,,,,韶关至郴州西区间,,,D2266,,,,0G9412次,,,,,,,,,,,,,,,,,,,,,,,,,重新固定接头，绝缘胶带包扎，涂打防水胶,,,,,,,,,,,,,,,,
,,,,武汉-鄂州,,,,,,,,,,,,,,,,,,,武汉-鄂州,,,贵阳北-徐州东,,,,G199,,,,,,,,,,,,,,,,,,,,,,,,,去除高点，找补油漆，跟踪观察,,,,,,,,,,,,,,,,
,,,,合川-潼南区间,,,,,,,,,,,,,,,,,,,合川-潼南区间,,,汉口-上海虹桥-宜昌东,,,,C2018,,,,,,,,,,,,,,,,,,,,,,,,,更换水增压单元,,,,,,,,,,,,,,,,
,,,,武汉至郑州东,,,,,,,,,,,,,,,,,,,武汉至郑州东,,,开封北06:02-郑州东06:23,,,,武汉-广州南,,,,,,,,,,,,,,,,,,,,,,,,,检查并紧固各部连接器及关门到位开关,,,,,,,,,,,,,,,,
,,,,洪洞西至介休东区间,,,,,,,,,,,,,,,,,,,洪洞西至介休东区间,,,南宁东—防城港,,,,D3286/7,,,,,,,,,,,,,,,,,,,,,,,,,更换撒砂单元,,,,,,,,,,,,,,,,
,,,,乐昌东-韶关区间,,,,,,,,,,,,,,,,,,,乐昌东-韶关区间,,,G1522,,,,D3262/3,,,,,,,,,,,,,,,,,,,,,,,,,更换挡板,,,,,,,,,,,,,,,,
,,,,广元-朝天,,,,,,,,,,,,,,,,,,,广元-朝天,,,即墨—桂林北,,,,S1207,,,,,,,,,,,,,,,,,,,,,,,,,重新称重调整,,,,,,,,,,,,,,,,
,,,,萧县北-淮北,,,,,,,,,,,,,,,,,,,萧县北-淮北,,,一级修,,,,D5454,,,,,,,,,,,,,,,,,,,,,,,,,刮伤严重时更换轮对,,,,,,,,,,,,,,,,
,,,,潜江-宜昌东,,,,,,,,,,,,,,,,,,,潜江-宜昌东,,,武汉-长沙南,,,,G847次,,,,,,,,,,,,,,,,,,,,,,,,,超限更换闸片,,,,,,,,,,,,,,,,
,,,,洛阳至巩义,,,,,,,,,,,,,,,,,,,洛阳至巩义,,,福州8:00-上海虹桥12:35,,,,0D3607,,,,,,,,,,,,,,,,,,,,,,,,,拆卸后用润滑油清洗,,,,,,,,,,,,,,,,
,,,,共青城站,,,,,,,,,,,,,,,,,,,共青城站,,,广州南9:15-深圳北9:51,,,,G1407次,,,,,,,,,,,,,,,,,,,,,,,,,更换电气车钩气缸密封垫圈，调整电气车钩电缆固定位置,,,,,,,,,,,,,,,,
,,,,瑞昌西至德安,,,,,,,,,,,,,,,,,,,瑞昌西至德安,,,玉林-桂林,,,,55645,,,,,,,,,,,,,,,,,,,,,,,,,暂维持运行,,,,,,,,,,,,,,,,
,,,,溧水站,,,,,,,,,,,,,,,,,,,溧水站,,,广州南6:34-南京南14:32,,,,D3816次,,,,,,,,,,,,,,,,,,,,,,,,,更换LED集成灯,,,,,,,,,,,,,,,,
,,,,西安北至潼东区,,,,,,,,,,,,,,,,,,,西安北至潼东区,,,昆明南站-北京西站,,,,D205,,,,,,,,,,,,,,,,,,,,,,,,,清理座椅下方回风口,,,,,,,,,,,,,,,,
,,,,厦门北所-厦门北站,,,,,,,,,,,,,,,,,,,厦门北所-厦门北站,,,婺源-上海虹桥,,,,G1730,,,,,,,,,,,,,,,,,,,,,,,,,重新调整侧拉门锁,,,,,,,,,,,,,,,,
,,,,广州南动车段,,,,,,,,,,,,,,,,,,,广州南动车段,,,瓯海客整所-温州南,,,,DJ7692次,,,,,,,,,,,,,,,,,,,,,,,,,更换水泵电机,,,,,,,,,,,,,,,,
,,,,宜昌东-荆州区间,,,,,,,,,,,,,,,,,,,宜昌东-荆州区间,,,龙岩-杭州东,,,,G2876,,,,,,,,,,,,,,,,,,,,,,,,,重新安装插针,,,,,,,,,,,,,,,,
,,,,潍坊北-淄博北,,,,,,,,,,,,,,,,,,,潍坊北-淄博北,,,淮南-温州南,,,,C6924,,,,,,,,,,,,,,,,,,,,,,,,,紧固调节器,,,,,,,,,,,,,,,,
,,,,遵义站,,,,,,,,,,,,,,,,,,,遵义站,,,贵阳-开阳,,,,G1698,,,,,,,,,,,,,,,,,,,,,,,,,更换卡扣,,,,,,,,,,,,,,,,
,,,,湖州,,,,,,,,,,,,,,,,,,,湖州,,,昆明南－百色,,,,安阳东-深圳北,,,,,,,,,,,,,,,,,,,,,,,,,更换转架,,,,,,,,,,,,,,,,
